wtB,B,shift_t,R,wA,cA,required_f,Kres,status
6,70312,3,21,1,0,2,2,PASS
6,8793,0,18,1,0,2,2,PASS
6,17586,1,19,1,0,2,2,PASS
6,35172,2,20,1,0,2,2,PASS
6,70344,3,21,1,0,2,2,PASS
6,8803,0,18,1,0,2,2,PASS
6,17606,1,19,1,0,2,2,PASS
6,35212,2,20,1,0,2,2,PASS
6,70424,3,21,1,0,2,2,PASS
6,8805,0,18,1,0,2,2,PASS
6,17610,1,19,1,0,2,2,PASS
6,35220,2,20,1,0,2,2,PASS
6,70440,3,21,1,0,2,2,PASS
6,8809,0,18,1,0,2,2,PASS
6,17618,1,19,1,0,2,2,PASS
6,35236,2,20,1,0,2,2,PASS
6,70472,3,21,1,0,2,2,PASS
6,8817,0,18,1,0,2,2,PASS
6,17634,1,19,1,0,2,2,PASS
6,35268,2,20,1,0,2,2,PASS
6,70536,3,21,1,0,2,2,PASS
5,8841,0,18,2,1,2,1,PASS
5,17682,1,19,2,1,2,1,PASS
5,35364,2,20,2,1,2,1,PASS
5,70728,3,21,2,1,2,1,PASS
6,8843,0,18,1,0,2,2,PASS
6,17686,1,19,1,0,2,2,PASS
6,35372,2,20,1,0,2,2,PASS
6,70744,3,21,1,0,2,2,PASS
6,8845,0,18,1,0,2,2,PASS
6,17690,1,19,1,0,2,2,PASS
6,35380,2,20,1,0,2,2,PASS
6,70760,3,21,1,0,2,2,PASS
5,8849,0,18,2,1,2,1,PASS
5,17698,1,19,2,1,2,1,PASS
5,35396,2,20,2,1,2,1,PASS
5,70792,3,21,2,1,2,1,PASS
6,8851,0,18,1,0,2,2,PASS
6,17702,1,19,1,0,2,2,PASS
6,35404,2,20,1,0,2,2,PASS
6,70808,3,21,1,0,2,2,PASS
6,8853,0,18,1,0,2,2,PASS
6,17706,1,19,1,0,2,2,PASS
6,35412,2,20,1,0,2,2,PASS
6,70824,3,21,1,0,2,2,PASS
6,8857,0,18,1,0,2,2,PASS
6,17714,1,19,1,0,2,2,PASS
6,35428,2,20,1,0,2,2,PASS
6,70856,3,21,1,0,2,2,PASS
6,8867,0,18,1,0,2,2,PASS
6,17734,1,19,1,0,2,2,PASS
6,35468,2,20,1,0,2,2,PASS
6,70936,3,21,1,0,2,2,PASS
6,8869,0,18,1,0,2,2,PASS
6,17738,1,19,1,0,2,2,PASS
6,35476,2,20,1,0,2,2,PASS
6,70952,3,21,1,0,2,2,PASS
6,8873,0,18,1,0,2,2,PASS
6,17746,1,19,1,0,2,2,PASS
6,35492,2,20,1,0,2,2,PASS
6,70984,3,21,1,0,2,2,PASS
6,8881,0,18,1,0,2,2,PASS
6,17762,1,19,1,0,2,2,PASS
6,35524,2,20,1,0,2,2,PASS
6,71048,3,21,1,0,2,2,PASS
6,8901,0,18,1,0,2,2,PASS
6,17802,1,19,1,0,2,2,PASS
6,35604,2,20,1,0,2,2,PASS
6,71208,3,21,1,0,2,2,PASS
6,8905,0,18,1,0,2,2,PASS
6,17810,1,19,1,0,2,2,PASS
6,35620,2,20,1,0,2,2,PASS
6,71240,3,21,1,0,2,2,PASS
6,8913,0,18,1,0,2,2,PASS
6,17826,1,19,1,0,2,2,PASS
6,35652,2,20,1,0,2,2,PASS
6,71304,3,21,1,0,2,2,PASS
5,8977,0,18,2,1,2,1,PASS
5,17954,1,19,2,1,2,1,PASS
5,35908,2,20,2,1,2,1,PASS
5,71816,3,21,2,1,2,1,PASS
6,8979,0,18,1,0,2,2,PASS
6,17958,1,19,1,0,2,2,PASS
6,35916,2,20,1,0,2,2,PASS
6,71832,3,21,1,0,2,2,PASS
6,8981,0,18,1,0,2,2,PASS
6,17962,1,19,1,0,2,2,PASS
6,35924,2,20,1,0,2,2,PASS
6,71848,3,21,1,0,2,2,PASS
6,8985,0,18,1,0,2,2,PASS
6,17970,1,19,1,0,2,2,PASS
6,35940,2,20,1,0,2,2,PASS
6,71880,3,21,1,0,2,2,PASS
6,8995,0,18,1,0,2,2,PASS
6,17990,1,19,1,0,2,2,PASS
6,35980,2,20,1,0,2,2,PASS
6,71960,3,21,1,0,2,2,PASS
6,8997,0,18,1,0,2,2,PASS
6,17994,1,19,1,0,2,2,PASS
6,35988,2,20,1,0,2,2,PASS
6,71976,3,21,1,0,2,2,PASS
6,9001,0,18,1,0,2,2,PASS
6,18002,1,19,1,0,2,2,PASS
6,36004,2,20,1,0,2,2,PASS
6,72008,3,21,1,0,2,2,PASS
6,9009,0,18,1,0,2,2,PASS
6,18018,1,19,1,0,2,2,PASS
6,36036,2,20,1,0,2,2,PASS
6,72072,3,21,1,0,2,2,PASS
6,9029,0,18,1,0,2,2,PASS
6,18058,1,19,1,0,2,2,PASS
6,36116,2,20,1,0,2,2,PASS
6,72232,3,21,1,0,2,2,PASS
6,9033,0,18,1,0,2,2,PASS
6,18066,1,19,1,0,2,2,PASS
6,36132,2,20,1,0,2,2,PASS
6,72264,3,21,1,0,2,2,PASS
6,9041,0,18,1,0,2,2,PASS
6,18082,1,19,1,0,2,2,PASS
6,36164,2,20,1,0,2,2,PASS
6,72328,3,21,1,0,2,2,PASS
6,9097,0,18,1,0,2,2,PASS
6,18194,1,19,1,0,2,2,PASS
6,36388,2,20,1,0,2,2,PASS
6,72776,3,21,1,0,2,2,PASS
6,9105,0,18,1,0,2,2,PASS
6,18210,1,19,1,0,2,2,PASS
6,36420,2,20,1,0,2,2,PASS
6,72840,3,21,1,0,2,2,PASS
5,9285,0,18,2,1,2,1,PASS
5,18570,1,19,2,1,2,1,PASS
5,37140,2,20,2,1,2,1,PASS
5,74280,3,21,2,1,2,1,PASS
6,9287,0,18,1,0,2,2,PASS
6,18574,1,19,1,0,2,2,PASS
6,37148,2,20,1,0,2,2,PASS
6,74296,3,21,1,0,2,2,PASS
5,9289,0,18,2,1,2,1,PASS
5,18578,1,19,2,1,2,1,PASS
5,37156,2,20,2,1,2,1,PASS
5,74312,3,21,2,1,2,1,PASS
6,9291,0,18,1,0,2,2,PASS
6,18582,1,19,1,0,2,2,PASS
6,37164,2,20,1,0,2,2,PASS
6,74328,3,21,1,0,2,2,PASS
6,9293,0,18,1,0,2,2,PASS
6,18586,1,19,1,0,2,2,PASS
6,37172,2,20,1,0,2,2,PASS
6,74344,3,21,1,0,2,2,PASS
5,9297,0,18,2,1,2,1,PASS
5,18594,1,19,2,1,2,1,PASS
5,37188,2,20,2,1,2,1,PASS
5,74376,3,21,2,1,2,1,PASS
6,9299,0,18,1,0,2,2,PASS
6,18598,1,19,1,0,2,2,PASS
6,37196,2,20,1,0,2,2,PASS
6,74392,3,21,1,0,2,2,PASS
6,9301,0,18,1,0,2,2,PASS
6,18602,1,19,1,0,2,2,PASS
6,37204,2,20,1,0,2,2,PASS
6,74408,3,21,1,0,2,2,PASS
6,9305,0,18,1,0,2,2,PASS
6,18610,1,19,1,0,2,2,PASS
6,37220,2,20,1,0,2,2,PASS
6,74440,3,21,1,0,2,2,PASS
6,9315,0,18,1,0,2,2,PASS
6,18630,1,19,1,0,2,2,PASS
6,37260,2,20,1,0,2,2,PASS
6,74520,3,21,1,0,2,2,PASS
6,9317,0,18,1,0,2,2,PASS
6,18634,1,19,1,0,2,2,PASS
6,37268,2,20,1,0,2,2,PASS
6,74536,3,21,1,0,2,2,PASS
6,9321,0,18,1,0,2,2,PASS
6,18642,1,19,1,0,2,2,PASS
6,37284,2,20,1,0,2,2,PASS
6,74568,3,21,1,0,2,2,PASS
6,9329,0,18,1,0,2,2,PASS
6,18658,1,19,1,0,2,2,PASS
6,37316,2,20,1,0,2,2,PASS
6,74632,3,21,1,0,2,2,PASS
5,9353,0,18,2,1,2,1,PASS
5,18706,1,19,2,1,2,1,PASS
5,37412,2,20,2,1,2,1,PASS
5,74824,3,21,2,1,2,1,PASS
6,9355,0,18,1,0,2,2,PASS
6,18710,1,19,1,0,2,2,PASS
6,37420,2,20,1,0,2,2,PASS
6,74840,3,21,1,0,2,2,PASS
6,9357,0,18,1,0,2,2,PASS
6,18714,1,19,1,0,2,2,PASS
6,37428,2,20,1,0,2,2,PASS
6,74856,3,21,1,0,2,2,PASS
5,9361,0,18,2,1,2,1,PASS
5,18722,1,19,2,1,2,1,PASS
5,37444,2,20,2,1,2,1,PASS
5,74888,3,21,2,1,2,1,PASS
6,9363,0,18,1,0,2,2,PASS
6,18726,1,19,1,0,2,2,PASS
6,37452,2,20,1,0,2,2,PASS
6,74904,3,21,1,0,2,2,PASS
6,9365,0,18,1,0,2,2,PASS
6,18730,1,19,1,0,2,2,PASS
6,37460,2,20,1,0,2,2,PASS
6,74920,3,21,1,0,2,2,PASS
6,9369,0,18,1,0,2,2,PASS
6,18738,1,19,1,0,2,2,PASS
6,37476,2,20,1,0,2,2,PASS
6,74952,3,21,1,0,2,2,PASS
6,9379,0,18,1,0,2,2,PASS
6,18758,1,19,1,0,2,2,PASS
6,37516,2,20,1,0,2,2,PASS
6,75032,3,21,1,0,2,2,PASS
6,9381,0,18,1,0,2,2,PASS
6,18762,1,19,1,0,2,2,PASS
6,37524,2,20,1,0,2,2,PASS
6,75048,3,21,1,0,2,2,PASS
6,9385,0,18,1,0,2,2,PASS
6,18770,1,19,1,0,2,2,PASS
6,37540,2,20,1,0,2,2,PASS
6,75080,3,21,1,0,2,2,PASS
6,9393,0,18,1,0,2,2,PASS
6,18786,1,19,1,0,2,2,PASS
6,37572,2,20,1,0,2,2,PASS
6,75144,3,21,1,0,2,2,PASS
6,9413,0,18,1,0,2,2,PASS
6,18826,1,19,1,0,2,2,PASS
6,37652,2,20,1,0,2,2,PASS
6,75304,3,21,1,0,2,2,PASS
6,9417,0,18,1,0,2,2,PASS
6,18834,1,19,1,0,2,2,PASS
6,37668,2,20,1,0,2,2,PASS
6,75336,3,21,1,0,2,2,PASS
6,9425,0,18,1,0,2,2,PASS
6,18850,1,19,1,0,2,2,PASS
6,37700,2,20,1,0,2,2,PASS
6,75400,3,21,1,0,2,2,PASS
5,9489,0,18,2,1,2,1,PASS
5,18978,1,19,2,1,2,1,PASS
5,37956,2,20,2,1,2,1,PASS
5,75912,3,21,2,1,2,1,PASS
6,9491,0,18,1,0,2,2,PASS
6,18982,1,19,1,0,2,2,PASS
6,37964,2,20,1,0,2,2,PASS
6,75928,3,21,1,0,2,2,PASS
6,9493,0,18,1,0,2,2,PASS
6,18986,1,19,1,0,2,2,PASS
6,37972,2,20,1,0,2,2,PASS
6,75944,3,21,1,0,2,2,PASS
6,9497,0,18,1,0,2,2,PASS
6,18994,1,19,1,0,2,2,PASS
6,37988,2,20,1,0,2,2,PASS
6,75976,3,21,1,0,2,2,PASS
6,9507,0,18,1,0,2,2,PASS
6,19014,1,19,1,0,2,2,PASS
6,38028,2,20,1,0,2,2,PASS
6,76056,3,21,1,0,2,2,PASS
6,9509,0,18,1,0,2,2,PASS
6,19018,1,19,1,0,2,2,PASS
6,38036,2,20,1,0,2,2,PASS
6,76072,3,21,1,0,2,2,PASS
6,9513,0,18,1,0,2,2,PASS
6,19026,1,19,1,0,2,2,PASS
6,38052,2,20,1,0,2,2,PASS
6,76104,3,21,1,0,2,2,PASS
6,9521,0,18,1,0,2,2,PASS
6,19042,1,19,1,0,2,2,PASS
6,38084,2,20,1,0,2,2,PASS
6,76168,3,21,1,0,2,2,PASS
6,9541,0,18,1,0,2,2,PASS
6,19082,1,19,1,0,2,2,PASS
6,38164,2,20,1,0,2,2,PASS
6,76328,3,21,1,0,2,2,PASS
6,9545,0,18,1,0,2,2,PASS
6,19090,1,19,1,0,2,2,PASS
6,38180,2,20,1,0,2,2,PASS
6,76360,3,21,1,0,2,2,PASS
6,9553,0,18,1,0,2,2,PASS
6,19106,1,19,1,0,2,2,PASS
6,38212,2,20,1,0,2,2,PASS
6,76424,3,21,1,0,2,2,PASS
6,9609,0,18,1,0,2,2,PASS
6,19218,1,19,1,0,2,2,PASS
6,38436,2,20,1,0,2,2,PASS
6,76872,3,21,1,0,2,2,PASS
6,9617,0,18,1,0,2,2,PASS
6,19234,1,19,1,0,2,2,PASS
6,38468,2,20,1,0,2,2,PASS
6,76936,3,21,1,0,2,2,PASS
6,9763,0,18,1,0,2,2,PASS
6,19526,1,19,1,0,2,2,PASS
6,39052,2,20,1,0,2,2,PASS
6,78104,3,21,1,0,2,2,PASS
6,9765,0,18,1,0,2,2,PASS
6,19530,1,19,1,0,2,2,PASS
6,39060,2,20,1,0,2,2,PASS
6,78120,3,21,1,0,2,2,PASS
6,9769,0,18,1,0,2,2,PASS
6,19538,1,19,1,0,2,2,PASS
6,39076,2,20,1,0,2,2,PASS
6,78152,3,21,1,0,2,2,PASS
6,9777,0,18,1,0,2,2,PASS
6,19554,1,19,1,0,2,2,PASS
6,39108,2,20,1,0,2,2,PASS
6,78216,3,21,1,0,2,2,PASS
6,9797,0,18,1,0,2,2,PASS
6,19594,1,19,1,0,2,2,PASS
6,39188,2,20,1,0,2,2,PASS
6,78376,3,21,1,0,2,2,PASS
6,9801,0,18,1,0,2,2,PASS
6,19602,1,19,1,0,2,2,PASS
6,39204,2,20,1,0,2,2,PASS
6,78408,3,21,1,0,2,2,PASS
6,9809,0,18,1,0,2,2,PASS
6,19618,1,19,1,0,2,2,PASS
6,39236,2,20,1,0,2,2,PASS
6,78472,3,21,1,0,2,2,PASS
6,9865,0,18,1,0,2,2,PASS
6,19730,1,19,1,0,2,2,PASS
6,39460,2,20,1,0,2,2,PASS
6,78920,3,21,1,0,2,2,PASS
6,9873,0,18,1,0,2,2,PASS
6,19746,1,19,1,0,2,2,PASS
6,39492,2,20,1,0,2,2,PASS
6,78984,3,21,1,0,2,2,PASS
6,10001,0,18,1,0,2,2,PASS
6,20002,1,19,1,0,2,2,PASS
6,40004,2,20,1,0,2,2,PASS
6,80008,3,21,1,0,2,2,PASS
5,10377,0,18,2,1,2,1,PASS
5,20754,1,19,2,1,2,1,PASS
5,41508,2,20,2,1,2,1,PASS
5,83016,3,21,2,1,2,1,PASS
6,10379,0,18,1,0,2,2,PASS
6,20758,1,19,1,0,2,2,PASS
6,41516,2,20,1,0,2,2,PASS
6,83032,3,21,1,0,2,2,PASS
6,10381,0,18,1,0,2,2,PASS
6,20762,1,19,1,0,2,2,PASS
6,41524,2,20,1,0,2,2,PASS
6,83048,3,21,1,0,2,2,PASS
5,10385,0,18,2,1,2,1,PASS
5,20770,1,19,2,1,2,1,PASS
5,41540,2,20,2,1,2,1,PASS
5,83080,3,21,2,1,2,1,PASS
6,10387,0,18,1,0,2,2,PASS
6,20774,1,19,1,0,2,2,PASS
6,41548,2,20,1,0,2,2,PASS
6,83096,3,21,1,0,2,2,PASS
6,10389,0,18,1,0,2,2,PASS
6,20778,1,19,1,0,2,2,PASS
6,41556,2,20,1,0,2,2,PASS
6,83112,3,21,1,0,2,2,PASS
6,10393,0,18,1,0,2,2,PASS
6,20786,1,19,1,0,2,2,PASS
6,41572,2,20,1,0,2,2,PASS
6,83144,3,21,1,0,2,2,PASS
6,10403,0,18,1,0,2,2,PASS
6,20806,1,19,1,0,2,2,PASS
6,41612,2,20,1,0,2,2,PASS
6,83224,3,21,1,0,2,2,PASS
6,10405,0,18,1,0,2,2,PASS
6,20810,1,19,1,0,2,2,PASS
6,41620,2,20,1,0,2,2,PASS
6,83240,3,21,1,0,2,2,PASS
6,10409,0,18,1,0,2,2,PASS
6,20818,1,19,1,0,2,2,PASS
6,41636,2,20,1,0,2,2,PASS
6,83272,3,21,1,0,2,2,PASS
6,10417,0,18,1,0,2,2,PASS
6,20834,1,19,1,0,2,2,PASS
6,41668,2,20,1,0,2,2,PASS
6,83336,3,21,1,0,2,2,PASS
6,10437,0,18,1,0,2,2,PASS
6,20874,1,19,1,0,2,2,PASS
6,41748,2,20,1,0,2,2,PASS
6,83496,3,21,1,0,2,2,PASS
6,10441,0,18,1,0,2,2,PASS
6,20882,1,19,1,0,2,2,PASS
6,41764,2,20,1,0,2,2,PASS
6,83528,3,21,1,0,2,2,PASS
6,10449,0,18,1,0,2,2,PASS
6,20898,1,19,1,0,2,2,PASS
6,41796,2,20,1,0,2,2,PASS
6,83592,3,21,1,0,2,2,PASS
5,10513,0,18,2,1,2,1,PASS
5,21026,1,19,2,1,2,1,PASS
5,42052,2,20,2,1,2,1,PASS
5,84104,3,21,2,1,2,1,PASS
6,10515,0,18,1,0,2,2,PASS
6,21030,1,19,1,0,2,2,PASS
6,42060,2,20,1,0,2,2,PASS
6,84120,3,21,1,0,2,2,PASS
6,10517,0,18,1,0,2,2,PASS
6,21034,1,19,1,0,2,2,PASS
6,42068,2,20,1,0,2,2,PASS
6,84136,3,21,1,0,2,2,PASS
6,10521,0,18,1,0,2,2,PASS
6,21042,1,19,1,0,2,2,PASS
6,42084,2,20,1,0,2,2,PASS
6,84168,3,21,1,0,2,2,PASS
6,10531,0,18,1,0,2,2,PASS
6,21062,1,19,1,0,2,2,PASS
6,42124,2,20,1,0,2,2,PASS
6,84248,3,21,1,0,2,2,PASS
6,10533,0,18,1,0,2,2,PASS
6,21066,1,19,1,0,2,2,PASS
6,42132,2,20,1,0,2,2,PASS
6,84264,3,21,1,0,2,2,PASS
6,10537,0,18,1,0,2,2,PASS
6,21074,1,19,1,0,2,2,PASS
6,42148,2,20,1,0,2,2,PASS
6,84296,3,21,1,0,2,2,PASS
6,10545,0,18,1,0,2,2,PASS
6,21090,1,19,1,0,2,2,PASS
6,42180,2,20,1,0,2,2,PASS
6,84360,3,21,1,0,2,2,PASS
6,10565,0,18,1,0,2,2,PASS
6,21130,1,19,1,0,2,2,PASS
6,42260,2,20,1,0,2,2,PASS
6,84520,3,21,1,0,2,2,PASS
6,10569,0,18,1,0,2,2,PASS
6,21138,1,19,1,0,2,2,PASS
6,42276,2,20,1,0,2,2,PASS
6,84552,3,21,1,0,2,2,PASS
6,10577,0,18,1,0,2,2,PASS
6,21154,1,19,1,0,2,2,PASS
6,42308,2,20,1,0,2,2,PASS
6,84616,3,21,1,0,2,2,PASS
6,10633,0,18,1,0,2,2,PASS
6,21266,1,19,1,0,2,2,PASS
6,42532,2,20,1,0,2,2,PASS
6,85064,3,21,1,0,2,2,PASS
6,10641,0,18,1,0,2,2,PASS
6,21282,1,19,1,0,2,2,PASS
6,42564,2,20,1,0,2,2,PASS
6,85128,3,21,1,0,2,2,PASS
6,10787,0,18,1,0,2,2,PASS
6,21574,1,19,1,0,2,2,PASS
6,43148,2,20,1,0,2,2,PASS
6,86296,3,21,1,0,2,2,PASS
6,10789,0,18,1,0,2,2,PASS
6,21578,1,19,1,0,2,2,PASS
6,43156,2,20,1,0,2,2,PASS
6,86312,3,21,1,0,2,2,PASS
6,10793,0,18,1,0,2,2,PASS
6,21586,1,19,1,0,2,2,PASS
6,43172,2,20,1,0,2,2,PASS
6,86344,3,21,1,0,2,2,PASS
6,10801,0,18,1,0,2,2,PASS
6,21602,1,19,1,0,2,2,PASS
6,43204,2,20,1,0,2,2,PASS
6,86408,3,21,1,0,2,2,PASS
6,10821,0,18,1,0,2,2,PASS
6,21642,1,19,1,0,2,2,PASS
6,43284,2,20,1,0,2,2,PASS
6,86568,3,21,1,0,2,2,PASS
6,10825,0,18,1,0,2,2,PASS
6,21650,1,19,1,0,2,2,PASS
6,43300,2,20,1,0,2,2,PASS
6,86600,3,21,1,0,2,2,PASS
6,10833,0,18,1,0,2,2,PASS
6,21666,1,19,1,0,2,2,PASS
6,43332,2,20,1,0,2,2,PASS
6,86664,3,21,1,0,2,2,PASS
6,10889,0,18,1,0,2,2,PASS
6,21778,1,19,1,0,2,2,PASS
6,43556,2,20,1,0,2,2,PASS
6,87112,3,21,1,0,2,2,PASS
6,10897,0,18,1,0,2,2,PASS
6,21794,1,19,1,0,2,2,PASS
6,43588,2,20,1,0,2,2,PASS
6,87176,3,21,1,0,2,2,PASS
6,11025,0,18,1,0,2,2,PASS
6,22050,1,19,1,0,2,2,PASS
6,44100,2,20,1,0,2,2,PASS
6,88200,3,21,1,0,2,2,PASS
6,11333,0,18,1,0,2,2,PASS
6,22666,1,19,1,0,2,2,PASS
6,45332,2,20,1,0,2,2,PASS
6,90664,3,21,1,0,2,2,PASS
6,11337,0,18,1,0,2,2,PASS
6,22674,1,19,1,0,2,2,PASS
6,45348,2,20,1,0,2,2,PASS
6,90696,3,21,1,0,2,2,PASS
6,11345,0,18,1,0,2,2,PASS
6,22690,1,19,1,0,2,2,PASS
6,45380,2,20,1,0,2,2,PASS
6,90760,3,21,1,0,2,2,PASS
6,11401,0,18,1,0,2,2,PASS
6,22802,1,19,1,0,2,2,PASS
6,45604,2,20,1,0,2,2,PASS
6,91208,3,21,1,0,2,2,PASS
6,11409,0,18,1,0,2,2,PASS
6,22818,1,19,1,0,2,2,PASS
6,45636,2,20,1,0,2,2,PASS
6,91272,3,21,1,0,2,2,PASS
6,11537,0,18,1,0,2,2,PASS
6,23074,1,19,1,0,2,2,PASS
6,46148,2,20,1,0,2,2,PASS
6,92296,3,21,1,0,2,2,PASS
5,12561,0,18,2,1,2,1,PASS
5,25122,1,19,2,1,2,1,PASS
5,50244,2,20,2,1,2,1,PASS
5,100488,3,21,2,1,2,1,PASS
6,12563,0,18,1,0,2,2,PASS
6,25126,1,19,1,0,2,2,PASS
6,50252,2,20,1,0,2,2,PASS
6,100504,3,21,1,0,2,2,PASS
6,12565,0,18,1,0,2,2,PASS
6,25130,1,19,1,0,2,2,PASS
6,50260,2,20,1,0,2,2,PASS
6,100520,3,21,1,0,2,2,PASS
6,12569,0,18,1,0,2,2,PASS
6,25138,1,19,1,0,2,2,PASS
6,50276,2,20,1,0,2,2,PASS
6,100552,3,21,1,0,2,2,PASS
6,12579,0,18,1,0,2,2,PASS
6,25158,1,19,1,0,2,2,PASS
6,50316,2,20,1,0,2,2,PASS
6,100632,3,21,1,0,2,2,PASS
6,12581,0,18,1,0,2,2,PASS
6,25162,1,19,1,0,2,2,PASS
6,50324,2,20,1,0,2,2,PASS
6,100648,3,21,1,0,2,2,PASS
6,12585,0,18,1,0,2,2,PASS
6,25170,1,19,1,0,2,2,PASS
6,50340,2,20,1,0,2,2,PASS
6,100680,3,21,1,0,2,2,PASS
6,12593,0,18,1,0,2,2,PASS
6,25186,1,19,1,0,2,2,PASS
6,50372,2,20,1,0,2,2,PASS
6,100744,3,21,1,0,2,2,PASS
6,12613,0,18,1,0,2,2,PASS
6,25226,1,19,1,0,2,2,PASS
6,50452,2,20,1,0,2,2,PASS
6,100904,3,21,1,0,2,2,PASS
6,12617,0,18,1,0,2,2,PASS
6,25234,1,19,1,0,2,2,PASS
6,50468,2,20,1,0,2,2,PASS
6,100936,3,21,1,0,2,2,PASS
6,12625,0,18,1,0,2,2,PASS
6,25250,1,19,1,0,2,2,PASS
6,50500,2,20,1,0,2,2,PASS
6,101000,3,21,1,0,2,2,PASS
6,12681,0,18,1,0,2,2,PASS
6,25362,1,19,1,0,2,2,PASS
6,50724,2,20,1,0,2,2,PASS
6,101448,3,21,1,0,2,2,PASS
6,12689,0,18,1,0,2,2,PASS
6,25378,1,19,1,0,2,2,PASS
6,50756,2,20,1,0,2,2,PASS
6,101512,3,21,1,0,2,2,PASS
6,12835,0,18,1,0,2,2,PASS
6,25670,1,19,1,0,2,2,PASS
6,51340,2,20,1,0,2,2,PASS
6,102680,3,21,1,0,2,2,PASS
6,12837,0,18,1,0,2,2,PASS
6,25674,1,19,1,0,2,2,PASS
6,51348,2,20,1,0,2,2,PASS
6,102696,3,21,1,0,2,2,PASS
6,12841,0,18,1,0,2,2,PASS
6,25682,1,19,1,0,2,2,PASS
6,51364,2,20,1,0,2,2,PASS
6,102728,3,21,1,0,2,2,PASS
6,12849,0,18,1,0,2,2,PASS
6,25698,1,19,1,0,2,2,PASS
6,51396,2,20,1,0,2,2,PASS
6,102792,3,21,1,0,2,2,PASS
6,12869,0,18,1,0,2,2,PASS
6,25738,1,19,1,0,2,2,PASS
6,51476,2,20,1,0,2,2,PASS
6,102952,3,21,1,0,2,2,PASS
6,12873,0,18,1,0,2,2,PASS
6,25746,1,19,1,0,2,2,PASS
6,51492,2,20,1,0,2,2,PASS
6,102984,3,21,1,0,2,2,PASS
6,12881,0,18,1,0,2,2,PASS
6,25762,1,19,1,0,2,2,PASS
6,51524,2,20,1,0,2,2,PASS
6,103048,3,21,1,0,2,2,PASS
6,12937,0,18,1,0,2,2,PASS
6,25874,1,19,1,0,2,2,PASS
6,51748,2,20,1,0,2,2,PASS
6,103496,3,21,1,0,2,2,PASS
6,12945,0,18,1,0,2,2,PASS
6,25890,1,19,1,0,2,2,PASS
6,51780,2,20,1,0,2,2,PASS
6,103560,3,21,1,0,2,2,PASS
6,13073,0,18,1,0,2,2,PASS
6,26146,1,19,1,0,2,2,PASS
6,52292,2,20,1,0,2,2,PASS
6,104584,3,21,1,0,2,2,PASS
6,13381,0,18,1,0,2,2,PASS
6,26762,1,19,1,0,2,2,PASS
6,53524,2,20,1,0,2,2,PASS
6,107048,3,21,1,0,2,2,PASS
6,13385,0,18,1,0,2,2,PASS
6,26770,1,19,1,0,2,2,PASS
6,53540,2,20,1,0,2,2,PASS
6,107080,3,21,1,0,2,2,PASS
6,13393,0,18,1,0,2,2,PASS
6,26786,1,19,1,0,2,2,PASS
6,53572,2,20,1,0,2,2,PASS
6,107144,3,21,1,0,2,2,PASS
6,13449,0,18,1,0,2,2,PASS
6,26898,1,19,1,0,2,2,PASS
6,53796,2,20,1,0,2,2,PASS
6,107592,3,21,1,0,2,2,PASS
6,13457,0,18,1,0,2,2,PASS
6,26914,1,19,1,0,2,2,PASS
6,53828,2,20,1,0,2,2,PASS
6,107656,3,21,1,0,2,2,PASS
6,13585,0,18,1,0,2,2,PASS
6,27170,1,19,1,0,2,2,PASS
6,54340,2,20,1,0,2,2,PASS
6,108680,3,21,1,0,2,2,PASS
6,14473,0,18,1,0,2,2,PASS
6,28946,1,19,1,0,2,2,PASS
6,57892,2,20,1,0,2,2,PASS
6,115784,3,21,1,0,2,2,PASS
6,14481,0,18,1,0,2,2,PASS
6,28962,1,19,1,0,2,2,PASS
6,57924,2,20,1,0,2,2,PASS
6,115848,3,21,1,0,2,2,PASS
6,14609,0,18,1,0,2,2,PASS
6,29218,1,19,1,0,2,2,PASS
6,58436,2,20,1,0,2,2,PASS
6,116872,3,21,1,0,2,2,PASS
5,17477,0,19,2,1,2,1,PASS
5,34954,1,20,2,1,2,1,PASS
5,69908,2,21,2,1,2,1,PASS
5,139816,3,22,2,1,2,1,PASS
6,17479,0,19,1,0,2,2,PASS
6,34958,1,20,1,0,2,2,PASS
6,69916,2,21,1,0,2,2,PASS
6,139832,3,22,1,0,2,2,PASS
5,17481,0,19,2,1,2,1,PASS
5,34962,1,20,2,1,2,1,PASS
5,69924,2,21,2,1,2,1,PASS
5,139848,3,22,2,1,2,1,PASS
6,17483,0,19,1,0,2,2,PASS
6,34966,1,20,1,0,2,2,PASS
6,69932,2,21,1,0,2,2,PASS
6,139864,3,22,1,0,2,2,PASS
6,17485,0,19,1,0,2,2,PASS
6,34970,1,20,1,0,2,2,PASS
6,69940,2,21,1,0,2,2,PASS
6,139880,3,22,1,0,2,2,PASS
5,17489,0,19,2,1,2,1,PASS
5,34978,1,20,2,1,2,1,PASS
5,69956,2,21,2,1,2,1,PASS
5,139912,3,22,2,1,2,1,PASS
6,17491,0,19,1,0,2,2,PASS
6,34982,1,20,1,0,2,2,PASS
6,69964,2,21,1,0,2,2,PASS
6,139928,3,22,1,0,2,2,PASS
6,17493,0,19,1,0,2,2,PASS
6,34986,1,20,1,0,2,2,PASS
6,69972,2,21,1,0,2,2,PASS
6,139944,3,22,1,0,2,2,PASS
6,17497,0,19,1,0,2,2,PASS
6,34994,1,20,1,0,2,2,PASS
6,69988,2,21,1,0,2,2,PASS
6,139976,3,22,1,0,2,2,PASS
